id,category,subcategory,question,answer,keywords,audience,source_url,as_of
ASP-097,Investments,Investment on stream,When did the investment component start?,"The seeded savings accounts were active from the start, while the investment component was being brought on stream in 2026.",investment start|2026|on stream|timing,parent,https://www.sknis.gov.kn/2025/12/11/aspire-launches-official-social-media-platforms-join-the-movement-to-empower-our-youth/,2025-12-11
ASP-098,Investments,Purpose of investments,Why does ASPIRE include an investment component?,"The investment component fosters a sense of ownership and provides an opportunity for financial growth through dividends and reinvestment, teaching young people how ownership and markets work.",purpose|why invest|ownership|growth,student,https://aspire.gov.kn/,2026-07-30
ASP-099,Investments,Dividends explained,"What are dividends, in ASPIRE terms?","Dividends are a share of a company's profits paid to shareholders. In ASPIRE, the dividends from a participant's shares are automatically reinvested to grow their holdings over time.",dividends|explained|profits|shareholder,student,https://aspire.gov.kn/,2026-07-30
ASP-100,Investments,Compound interest,"What is compound interest, and does ASPIRE teach it?",Compound interest is earning returns on both your original money and the returns it has already generated. ASPIRE teaches compound interest as part of its curriculum and applies compounding through reinvested dividends.,compound interest|explained|curriculum|growth,student,https://www.gov.kn/national-accomplishments/aspire_info/,2024-12-10
ASP-101,Investments,Shares locked,Are the shares locked until completion?,Yes. The investment shares are locked in and cannot be withdrawn until the participant completes the ASPIRE Programme.,shares locked|completion|access|withdraw,parent,https://aspire.gov.kn/,2026-07-30
ASP-102,Investments,Investment education,Does ASPIRE teach investing?,"Yes. Investing is a core part of the curriculum, alongside budgeting, saving and entrepreneurship, so participants understand the shares they hold.",investing|education|curriculum|teach,student,https://aspire.gov.kn/,2026-07-30
ASP-103,Investments,Growth over time,How does the investment grow over time?,"The investment grows as the value of the underlying shares changes and as dividends are reinvested, compounding the participant's holdings over the years they remain in the programme.",growth|over time|compound|shares,student,https://aspire.gov.kn/,2026-07-30
ASP-104,Investments,Ownership benefit,What is the benefit of children owning shares early?,"Owning shares early gives children a financial asset, exposure to how markets and dividends work, and a real stake in local companies, benefits traditionally available mainly to privileged families.",benefit|early ownership|shares|advantage,student,https://www.sknis.gov.kn/2024/11/28/governments-innovative-aspire-programme-will-help-to-level-the-financial-playing-field-for-all-children-across-st-kitts-and-nevis/,2026-07-30
ASP-105,Investments,Interactive learning tools,Are there competitions where students here invest in the stock market?,"Yes. The Regional Schools Investment Competition is run by the Eastern Caribbean Securities Exchange with the Eastern Caribbean Securities Regulatory Commission and licensed broker-dealers, and teams trade on the ECSE platform. In the inaugural competition, a team from Clarence Fitzroy Bryant College called Financial Gems were the Saint Kitts and Nevis country winners, announced in early March 2023 and recognised at a ceremony on 28 April 2023. They went on to the regional stage, where a Saint Lucia school took the regional title. The competition is separate from ASPIRE and predates it.","stock market, competition, rsic, ecse, financial gems, cfbc, investment competition",student,https://www.sknvibes.com/news/newsdetails.cfm/121840,2026-08-23
ASP-106,Investments,Value updates frequency,How often are investment values updated?,Investment and savings values are reported to participants through quarterly valuation statements.,value updates|frequency|quarterly|statement,parent,https://aspire.gov.kn/,2026-07-30
ASP-107,Financial Education,How delivered,How is the ASPIRE financial education delivered?,"Financial education is delivered through schools and other institutions, using interactive lessons, workshops and digital resources.",delivery|how taught|schools|lessons,teacher,https://aspire.gov.kn/,2026-07-30
ASP-108,Financial Education,Curriculum topics,What topics are covered in the ASPIRE curriculum?,"The curriculum covers budgeting, saving, investing, entrepreneurship and financial-market literacy, tailored for young learners.",curriculum|topics|budgeting|investing,teacher,https://aspire.gov.kn/,2026-07-30
ASP-109,Financial Education,Who delivers it,Who delivers the ASPIRE financial education?,"The Ministry of Education and the Eastern Caribbean Central Bank collaborate to deliver the financial education, including teacher-led classroom activities and training materials.",who delivers|ministry of education|eccb|teachers,teacher,https://aspire.gov.kn/,2026-07-30
ASP-110,Financial Education,ECCB role,What role does the Eastern Caribbean Central Bank play?,"The Eastern Caribbean Central Bank partners with the Ministry of Education to develop and deliver ASPIRE's financial-literacy curriculum, including educator training sessions for teachers.",eccb|central bank|role|partner,teacher,https://aspire.gov.kn/,2026-07-30
ASP-111,Financial Education,Teacher-led,Are ASPIRE lessons teacher-led?,"Yes. The programme includes teacher-led classroom activities supported by age-appropriate training materials and hands-on, interactive learning experiences.",teacher-led|classroom|lessons|activities,teacher,https://aspire.gov.kn/,2026-07-30
ASP-112,Financial Education,Age appropriate,Is the ASPIRE curriculum age-appropriate?,Yes. The curriculum uses age-appropriate training materials and is tailored specifically for young learners across different age groups.,age appropriate|tailored|young learners|materials,teacher,https://aspire.gov.kn/,2026-07-30
ASP-113,Financial Education,Interactive,Is the ASPIRE financial education interactive?,"Yes. It emphasises hands-on, fun, interactive learning experiences, including workshops and digital resources, rather than lectures alone.",interactive|hands-on|engaging|fun,teacher,https://aspire.gov.kn/,2026-07-30
ASP-114,Financial Education,Assessments,Are there assessments in the financial education component?,Yes. Participants undergo periodic assessments to ensure they are grasping the key concepts and can apply them effectively.,assessments|exams|tests|evaluation,teacher,https://aspire.gov.kn/,2026-07-30
ASP-115,Financial Education,Entrepreneurship,Does ASPIRE teach entrepreneurship?,"Yes. Entrepreneurship, including starting a small business, is part of the curriculum alongside budgeting, saving and investing.",entrepreneurship|business|curriculum|start business,student,https://aspire.gov.kn/,2026-07-30
ASP-116,Financial Education,Money management,Does ASPIRE teach money management?,"Yes. Money management and budgeting are core topics, teaching young people how to plan, save and spend responsibly.",money management|budgeting|spending|planning,student,https://aspire.gov.kn/,2026-07-30
ASP-117,Financial Education,Debt management,Does ASPIRE cover debt management?,"Yes. Participants learn about concepts such as debt management, compound interest, dividends and investment strategies as part of building strong financial foundations.",debt|debt management|credit|borrowing,student,https://www.gov.kn/national-accomplishments/aspire_info/,2024-12-10
ASP-118,Financial Education,Educator training,Does ASPIRE train teachers?,"Yes. The government and the Eastern Caribbean Central Bank launched ASPIRE Educator Training Sessions to prepare teachers to deliver financial literacy, focusing on saving, budgeting and investing.",educator training|teacher training|eccb|professional development,teacher,https://www.gov.kn/national-accomplishments/aspire_info/,2025-10-07
ASP-119,Financial Education,Educator training date,When did ASPIRE educator training begin?,"The ASPIRE Educator Training Sessions were launched on 7 October 2025, bringing together students, educators and financial experts.",educator training date|october 2025|launch|teachers,teacher,https://www.gov.kn/national-accomplishments/aspire_info/,2025-10-07
ASP-120,Financial Education,Where taught,Where do students learn ASPIRE financial literacy?,"Students learn through their schools and other institutions across the Federation, with lessons integrated into the school setting and supported by ASPIRE events.",where|schools|location|learn,student,https://aspire.gov.kn/,2026-07-30
